,amount,user_id_mapping,user_seg,user_subseg
4544,2,4544,normal,lazy
49058,2,49058,normal,lazy
71824,2,71824,normal,lazy
56972,2,56972,normal,lazy
55806,2,55806,normal,lazy
39773,2,39773,normal,lazy
36459,2,36459,normal,lazy
67313,2,67313,normal,lazy
15510,2,15510,normal,lazy
10819,2,10819,normal,lazy
15855,2,15855,normal,lazy
13504,2,13504,normal,lazy
13209,2,13209,normal,lazy
22986,2,22986,normal,lazy
14116,2,14116,normal,lazy
67189,2,67189,normal,lazy
43364,2,43364,normal,lazy
73853,2,73853,normal,lazy
30131,2,30131,normal,lazy
7601,2,7601,normal,lazy
69476,2,69476,normal,lazy
28279,2,28279,normal,lazy
57227,2,57227,normal,lazy
40668,2,40668,normal,lazy
64524,2,64524,normal,lazy
4628,2,4628,normal,lazy
25882,2,25882,normal,lazy
26416,2,26416,normal,lazy
76604,2,76604,normal,lazy
26224,2,26224,normal,lazy
42823,2,42823,normal,lazy
44700,2,44700,normal,lazy
40238,2,40238,normal,lazy
25220,2,25220,normal,lazy
67065,2,67065,normal,lazy
11949,2,11949,normal,lazy
36991,2,36991,normal,lazy
16716,2,16716,normal,lazy
35001,2,35001,normal,lazy
26283,2,26283,normal,lazy
2920,2,2920,normal,lazy
59218,2,59218,normal,lazy
39249,2,39249,normal,lazy
25536,2,25536,normal,lazy
8265,2,8265,normal,lazy
35299,2,35299,normal,lazy
27812,2,27812,normal,lazy
21788,2,21788,normal,lazy
71279,2,71279,normal,lazy
4640,2,4640,normal,lazy
45744,2,45744,normal,lazy
1751,2,1751,normal,lazy
34549,2,34549,normal,lazy
7215,2,7215,normal,lazy
68108,2,68108,normal,lazy
73010,2,73010,normal,lazy
41592,2,41592,normal,lazy
26083,2,26083,normal,lazy
52766,2,52766,normal,lazy
60255,2,60255,normal,lazy
12679,2,12679,normal,lazy
27482,2,27482,normal,lazy
16417,2,16417,normal,lazy
24577,2,24577,normal,lazy
51392,2,51392,normal,lazy
11900,2,11900,normal,lazy
55050,2,55050,normal,lazy
50341,2,50341,normal,lazy
41731,2,41731,normal,lazy
30213,2,30213,normal,lazy
4801,2,4801,normal,lazy
71754,2,71754,normal,lazy
55065,2,55065,normal,lazy
44729,2,44729,normal,lazy
9197,2,9197,normal,lazy
9143,2,9143,normal,lazy
48883,2,48883,normal,lazy
12620,2,12620,normal,lazy
35233,2,35233,normal,lazy
29648,2,29648,normal,lazy
70871,2,70871,normal,lazy
53509,2,53509,normal,lazy
31344,2,31344,normal,lazy
44923,2,44923,normal,lazy
1807,2,1807,normal,lazy
45573,2,45573,normal,lazy
24996,2,24996,normal,lazy
28755,2,28755,normal,lazy
45674,2,45674,normal,lazy
29253,2,29253,normal,lazy
29020,2,29020,normal,lazy
7105,2,7105,normal,lazy
76764,2,76764,normal,lazy
40818,2,40818,normal,lazy
13602,2,13602,normal,lazy
60614,2,60614,normal,lazy
13872,2,13872,normal,lazy
28105,2,28105,normal,lazy
61663,2,61663,normal,lazy
17786,2,17786,normal,lazy
49651,2,49651,normal,lazy
15648,2,15648,normal,lazy
63414,2,63414,normal,lazy
71328,2,71328,normal,lazy
77184,2,77184,normal,lazy
13182,2,13182,normal,lazy
61910,2,61910,normal,lazy
30783,2,30783,normal,lazy
40124,2,40124,normal,lazy
46380,2,46380,normal,lazy
56537,2,56537,normal,lazy
32616,2,32616,normal,lazy
24306,2,24306,normal,lazy
15014,2,15014,normal,lazy
59469,2,59469,normal,lazy
62910,2,62910,normal,lazy
8176,2,8176,normal,lazy
37190,2,37190,normal,lazy
53569,2,53569,normal,lazy
36448,2,36448,normal,lazy
70396,2,70396,normal,lazy
4722,2,4722,normal,lazy
31615,2,31615,normal,lazy
69558,2,69558,normal,lazy
43684,2,43684,normal,lazy
69885,2,69885,normal,lazy
3877,2,3877,normal,lazy
28250,2,28250,normal,lazy
67445,2,67445,normal,lazy
57475,2,57475,normal,lazy
12141,2,12141,normal,lazy
10156,2,10156,normal,lazy
80706,2,80706,normal,lazy
9149,2,9149,normal,lazy
14215,2,14215,normal,lazy
56027,2,56027,normal,lazy
60594,2,60594,normal,lazy
20665,2,20665,normal,lazy
10696,2,10696,normal,lazy
11632,2,11632,normal,lazy
35930,2,35930,normal,lazy
16037,2,16037,normal,lazy
20858,2,20858,normal,lazy
60016,2,60016,normal,lazy
38341,2,38341,normal,lazy
29346,2,29346,normal,lazy
33712,2,33712,normal,lazy
75468,2,75468,normal,lazy
17394,2,17394,normal,lazy
68467,2,68467,normal,lazy
18096,2,18096,normal,lazy
30949,2,30949,normal,lazy
60523,2,60523,normal,lazy
13033,2,13033,normal,lazy
50123,2,50123,normal,lazy
32648,2,32648,normal,lazy
15301,2,15301,normal,lazy
13047,2,13047,normal,lazy
67615,2,67615,normal,lazy
24285,2,24285,normal,lazy
23202,2,23202,normal,lazy
5860,2,5860,normal,lazy
11880,2,11880,normal,lazy
33424,2,33424,normal,lazy
14538,2,14538,normal,lazy
50433,2,50433,normal,lazy
65492,2,65492,normal,lazy
38914,2,38914,normal,lazy
32702,2,32702,normal,lazy
64596,2,64596,normal,lazy
30792,2,30792,normal,lazy
11424,2,11424,normal,lazy
51394,2,51394,normal,lazy
65613,2,65613,normal,lazy
7887,2,7887,normal,lazy
25552,2,25552,normal,lazy
5133,2,5133,normal,lazy
4295,2,4295,normal,lazy
63341,2,63341,normal,lazy
52879,2,52879,normal,lazy
39260,2,39260,normal,lazy
36582,2,36582,normal,lazy
16191,2,16191,normal,lazy
30897,2,30897,normal,lazy
50651,2,50651,normal,lazy
13993,2,13993,normal,lazy
36189,2,36189,normal,lazy
45046,2,45046,normal,lazy
14156,2,14156,normal,lazy
13641,2,13641,normal,lazy
38999,2,38999,normal,lazy
19190,2,19190,normal,lazy
75169,2,75169,normal,lazy
62341,2,62341,normal,lazy
6873,2,6873,normal,lazy
17215,2,17215,normal,lazy
129,2,129,normal,lazy
49495,2,49495,normal,lazy
59906,2,59906,normal,lazy
68561,2,68561,normal,lazy
13438,2,13438,normal,lazy
47027,2,47027,normal,lazy
23685,2,23685,normal,lazy
53955,2,53955,normal,lazy
75360,2,75360,normal,lazy
26762,2,26762,normal,lazy
5750,2,5750,normal,lazy
62821,2,62821,normal,lazy
48300,2,48300,normal,lazy
55066,2,55066,normal,lazy
35715,2,35715,normal,lazy
69758,2,69758,normal,lazy
53700,2,53700,normal,lazy
46592,2,46592,normal,lazy
26309,2,26309,normal,lazy
10836,2,10836,normal,lazy
34975,2,34975,normal,lazy
4610,2,4610,normal,lazy
45223,2,45223,normal,lazy
62773,2,62773,normal,lazy
8584,2,8584,normal,lazy
44767,2,44767,normal,lazy
73306,2,73306,normal,lazy
22183,2,22183,normal,lazy
36149,2,36149,normal,lazy
50188,2,50188,normal,lazy
27995,2,27995,normal,lazy
40930,2,40930,normal,lazy
66434,2,66434,normal,lazy
9012,2,9012,normal,lazy
37562,2,37562,normal,lazy
70956,2,70956,normal,lazy
69424,2,69424,normal,lazy
38463,2,38463,normal,lazy
39876,2,39876,normal,lazy
46251,2,46251,normal,lazy
27319,2,27319,normal,lazy
9389,2,9389,normal,lazy
28784,2,28784,normal,lazy
51079,2,51079,normal,lazy
30125,2,30125,normal,lazy
41556,2,41556,normal,lazy
69818,2,69818,normal,lazy
52236,2,52236,normal,lazy
57720,2,57720,normal,lazy
23299,2,23299,normal,lazy
43735,2,43735,normal,lazy
27205,2,27205,normal,lazy
28982,2,28982,normal,lazy
67897,2,67897,normal,lazy
14542,2,14542,normal,lazy
38792,2,38792,normal,lazy
20364,2,20364,normal,lazy
23813,2,23813,normal,lazy
7212,2,7212,normal,lazy
52030,2,52030,normal,lazy
39620,2,39620,normal,lazy
72777,2,72777,normal,lazy
13981,2,13981,normal,lazy
49657,2,49657,normal,lazy
38205,2,38205,normal,lazy
32057,2,32057,normal,lazy
24416,2,24416,normal,lazy
42897,2,42897,normal,lazy
19744,2,19744,normal,lazy
40954,2,40954,normal,lazy
42754,2,42754,normal,lazy
16898,2,16898,normal,lazy
13536,2,13536,normal,lazy
8380,2,8380,normal,lazy
62026,2,62026,normal,lazy
35896,2,35896,normal,lazy
65318,2,65318,normal,lazy
7833,2,7833,normal,lazy
57557,2,57557,normal,lazy
40138,2,40138,normal,lazy
32119,2,32119,normal,lazy
23770,2,23770,normal,lazy
7106,2,7106,normal,lazy
30499,2,30499,normal,lazy
67967,2,67967,normal,lazy
63955,2,63955,normal,lazy
68986,2,68986,normal,lazy
12387,2,12387,normal,lazy
2160,2,2160,normal,lazy
3347,2,3347,normal,lazy
78968,2,78968,normal,lazy
25965,2,25965,normal,lazy
21260,2,21260,normal,lazy
67361,2,67361,normal,lazy
69696,2,69696,normal,lazy
39121,2,39121,normal,lazy
29423,2,29423,normal,lazy
35421,2,35421,normal,lazy
38841,2,38841,normal,lazy
17503,2,17503,normal,lazy
55532,2,55532,normal,lazy
76556,2,76556,normal,lazy
63402,2,63402,normal,lazy
10615,2,10615,normal,lazy
54282,2,54282,normal,lazy
18749,2,18749,normal,lazy
75108,2,75108,normal,lazy
28844,2,28844,normal,lazy
66255,2,66255,normal,lazy
62215,2,62215,normal,lazy
35291,2,35291,normal,lazy
6365,2,6365,normal,lazy
77461,2,77461,normal,lazy
4987,2,4987,normal,lazy
23309,2,23309,normal,lazy
79091,2,79091,normal,lazy
22477,2,22477,normal,lazy
9442,2,9442,normal,lazy
16846,2,16846,normal,lazy
60871,2,60871,normal,lazy
52824,2,52824,normal,lazy
9003,2,9003,normal,lazy
1594,2,1594,normal,lazy
67532,2,67532,normal,lazy
60908,2,60908,normal,lazy
16906,2,16906,normal,lazy
16043,2,16043,normal,lazy
48828,2,48828,normal,lazy
29957,2,29957,normal,lazy
35828,2,35828,normal,lazy
67581,2,67581,normal,lazy
56574,2,56574,normal,lazy
59408,2,59408,normal,lazy
68193,2,68193,normal,lazy
59166,2,59166,normal,lazy
40140,2,40140,normal,lazy
38646,2,38646,normal,lazy
21165,2,21165,normal,lazy
72274,2,72274,normal,lazy
73398,2,73398,normal,lazy
4922,2,4922,normal,lazy
51757,2,51757,normal,lazy
48660,2,48660,normal,lazy
52646,2,52646,normal,lazy
72690,2,72690,normal,lazy
14529,2,14529,normal,lazy
5228,2,5228,normal,lazy
29056,2,29056,normal,lazy
34201,2,34201,normal,lazy
13644,2,13644,normal,lazy
30497,2,30497,normal,lazy
8223,2,8223,normal,lazy
13896,2,13896,normal,lazy
82553,2,82553,normal,lazy
3204,2,3204,normal,lazy
10211,2,10211,normal,lazy
46076,2,46076,normal,lazy
64654,2,64654,normal,lazy
2878,2,2878,normal,lazy
46358,2,46358,normal,lazy
61275,2,61275,normal,lazy
4309,2,4309,normal,lazy
34388,2,34388,normal,lazy
16946,2,16946,normal,lazy
30559,2,30559,normal,lazy
76839,2,76839,normal,lazy
61866,2,61866,normal,lazy
58442,2,58442,normal,lazy
28613,2,28613,normal,lazy
38246,2,38246,normal,lazy
62381,2,62381,normal,lazy
41040,2,41040,normal,lazy
29399,2,29399,normal,lazy
30096,2,30096,normal,lazy
71282,2,71282,normal,lazy
469,2,469,normal,lazy
46361,2,46361,normal,lazy
81556,2,81556,normal,lazy
31112,2,31112,normal,lazy
63095,2,63095,normal,lazy
30789,2,30789,normal,lazy
72728,2,72728,normal,lazy
50979,2,50979,normal,lazy
8894,2,8894,normal,lazy
37625,2,37625,normal,lazy
40926,2,40926,normal,lazy
163,2,163,normal,lazy
34020,2,34020,normal,lazy
57820,2,57820,normal,lazy
5914,2,5914,normal,lazy
46052,2,46052,normal,lazy
66586,2,66586,normal,lazy
61456,2,61456,normal,lazy
75516,2,75516,normal,lazy
65644,2,65644,normal,lazy
53042,2,53042,normal,lazy
69222,2,69222,normal,lazy
14379,2,14379,normal,lazy
5551,2,5551,normal,lazy
7629,2,7629,normal,lazy
41289,2,41289,normal,lazy
12946,2,12946,normal,lazy
6746,2,6746,normal,lazy
11112,2,11112,normal,lazy
1294,2,1294,normal,lazy
11654,2,11654,normal,lazy
35264,2,35264,normal,lazy
74461,2,74461,normal,lazy
57040,2,57040,normal,lazy
61267,2,61267,normal,lazy
58854,2,58854,normal,lazy
47858,2,47858,normal,lazy
15659,2,15659,normal,lazy
5575,2,5575,normal,lazy
54922,2,54922,normal,lazy
36529,2,36529,normal,lazy
38157,2,38157,normal,lazy
51442,2,51442,normal,lazy
74535,2,74535,normal,lazy
70313,2,70313,normal,lazy
13551,2,13551,normal,lazy
16355,2,16355,normal,lazy
3676,2,3676,normal,lazy
45207,2,45207,normal,lazy
76907,2,76907,normal,lazy
71712,2,71712,normal,lazy
24927,2,24927,normal,lazy
57847,2,57847,normal,lazy
75971,2,75971,normal,lazy
52,2,52,normal,lazy
2852,2,2852,normal,lazy
40057,2,40057,normal,lazy
39071,2,39071,normal,lazy
56313,2,56313,normal,lazy
19790,2,19790,normal,lazy
15885,2,15885,normal,lazy
21365,2,21365,normal,lazy
74822,2,74822,normal,lazy
76886,2,76886,normal,lazy
71623,2,71623,normal,lazy
17811,2,17811,normal,lazy
21057,2,21057,normal,lazy
69927,2,69927,normal,lazy
16147,2,16147,normal,lazy
72956,2,72956,normal,lazy
63525,2,63525,normal,lazy
61686,2,61686,normal,lazy
4912,2,4912,normal,lazy
27226,2,27226,normal,lazy
64144,2,64144,normal,lazy
59935,2,59935,normal,lazy
70495,2,70495,normal,lazy
83005,2,83005,normal,lazy
34764,2,34764,normal,lazy
53200,2,53200,normal,lazy
47904,2,47904,normal,lazy
41242,2,41242,normal,lazy
75947,2,75947,normal,lazy
61373,2,61373,normal,lazy
32843,2,32843,normal,lazy
23647,2,23647,normal,lazy
15315,2,15315,normal,lazy
34211,2,34211,normal,lazy
43010,2,43010,normal,lazy
34897,2,34897,normal,lazy
26684,2,26684,normal,lazy
15453,2,15453,normal,lazy
64671,2,64671,normal,lazy
31665,2,31665,normal,lazy
71036,2,71036,normal,lazy
14352,2,14352,normal,lazy
22918,2,22918,normal,lazy
55173,2,55173,normal,lazy
17763,2,17763,normal,lazy
50236,2,50236,normal,lazy
18893,2,18893,normal,lazy
51483,2,51483,normal,lazy
53334,2,53334,normal,lazy
34977,2,34977,normal,lazy
75342,2,75342,normal,lazy
78695,2,78695,normal,lazy
29953,2,29953,normal,lazy
54868,2,54868,normal,lazy
59977,2,59977,normal,lazy
68063,2,68063,normal,lazy
72196,2,72196,normal,lazy
69593,2,69593,normal,lazy
67960,2,67960,normal,lazy
71952,2,71952,normal,lazy
63309,2,63309,normal,lazy
23291,2,23291,normal,lazy
81509,2,81509,normal,lazy
51043,2,51043,normal,lazy
31183,2,31183,normal,lazy
62032,2,62032,normal,lazy
10895,2,10895,normal,lazy
47891,2,47891,normal,lazy
76836,2,76836,normal,lazy
40109,2,40109,normal,lazy
23801,2,23801,normal,lazy
54932,2,54932,normal,lazy
47834,2,47834,normal,lazy
49137,2,49137,normal,lazy
65860,2,65860,normal,lazy
38588,2,38588,normal,lazy
39976,2,39976,normal,lazy
47864,2,47864,normal,lazy
61813,2,61813,normal,lazy
72855,2,72855,normal,lazy
59698,2,59698,normal,lazy
66473,2,66473,normal,lazy
45444,2,45444,normal,lazy
28543,2,28543,normal,lazy
7853,2,7853,normal,lazy
9296,2,9296,normal,lazy
34519,2,34519,normal,lazy
64539,2,64539,normal,lazy
78434,2,78434,normal,lazy
65877,2,65877,normal,lazy
35248,2,35248,normal,lazy
17285,2,17285,normal,lazy
18934,2,18934,normal,lazy
34359,2,34359,normal,lazy
78926,2,78926,normal,lazy
1050,2,1050,normal,lazy
59300,2,59300,normal,lazy
5557,2,5557,normal,lazy
8227,2,8227,normal,lazy
18908,2,18908,normal,lazy
17073,2,17073,normal,lazy
3262,2,3262,normal,lazy
23645,2,23645,normal,lazy
64119,2,64119,normal,lazy
41774,2,41774,normal,lazy
53598,2,53598,normal,lazy
59727,2,59727,normal,lazy
6251,2,6251,normal,lazy
52826,2,52826,normal,lazy
52374,2,52374,normal,lazy
10651,2,10651,normal,lazy
21843,2,21843,normal,lazy
43721,2,43721,normal,lazy
23020,2,23020,normal,lazy
33074,2,33074,normal,lazy
39853,2,39853,normal,lazy
67882,2,67882,normal,lazy
60121,2,60121,normal,lazy
61918,2,61918,normal,lazy
47512,2,47512,normal,lazy
77647,2,77647,normal,lazy
35831,2,35831,normal,lazy
73383,2,73383,normal,lazy
16116,2,16116,normal,lazy
52980,2,52980,normal,lazy
37082,2,37082,normal,lazy
56879,2,56879,normal,lazy
29354,2,29354,normal,lazy
19430,2,19430,normal,lazy
41397,2,41397,normal,lazy
48975,2,48975,normal,lazy
48242,2,48242,normal,lazy
67536,2,67536,normal,lazy
33077,2,33077,normal,lazy
23075,2,23075,normal,lazy
49405,2,49405,normal,lazy
24563,2,24563,normal,lazy
24091,2,24091,normal,lazy
68538,2,68538,normal,lazy
31977,2,31977,normal,lazy
80918,2,80918,normal,lazy
14583,2,14583,normal,lazy
42480,2,42480,normal,lazy
61762,2,61762,normal,lazy
62473,2,62473,normal,lazy
72575,2,72575,normal,lazy
27332,2,27332,normal,lazy
1113,2,1113,normal,lazy
46109,2,46109,normal,lazy
48570,2,48570,normal,lazy
2512,2,2512,normal,lazy
68714,2,68714,normal,lazy
57323,2,57323,normal,lazy
51572,2,51572,normal,lazy
70891,2,70891,normal,lazy
10941,2,10941,normal,lazy
15212,2,15212,normal,lazy
49834,2,49834,normal,lazy
48161,2,48161,normal,lazy
13263,2,13263,normal,lazy
27555,2,27555,normal,lazy
29752,2,29752,normal,lazy
64472,2,64472,normal,lazy
61986,2,61986,normal,lazy
79498,2,79498,normal,lazy
15114,2,15114,normal,lazy
72911,2,72911,normal,lazy
48981,2,48981,normal,lazy
62395,2,62395,normal,lazy
76826,2,76826,normal,lazy
51455,2,51455,normal,lazy
3432,2,3432,normal,lazy
53118,2,53118,normal,lazy
36093,2,36093,normal,lazy
724,2,724,normal,lazy
28468,2,28468,normal,lazy
52425,2,52425,normal,lazy
11254,2,11254,normal,lazy
25875,2,25875,normal,lazy
72091,2,72091,normal,lazy
64220,2,64220,normal,lazy
41575,2,41575,normal,lazy
82880,2,82880,normal,lazy
41299,2,41299,normal,lazy
13221,2,13221,normal,lazy
45621,2,45621,normal,lazy
77830,2,77830,normal,lazy
8857,2,8857,normal,lazy
46383,2,46383,normal,lazy
57954,2,57954,normal,lazy
64566,2,64566,normal,lazy
46106,2,46106,normal,lazy
10479,2,10479,normal,lazy
15637,2,15637,normal,lazy
30187,2,30187,normal,lazy
29250,2,29250,normal,lazy
12392,2,12392,normal,lazy
47503,2,47503,normal,lazy
24001,2,24001,normal,lazy
72182,2,72182,normal,lazy
53251,2,53251,normal,lazy
10788,2,10788,normal,lazy
64492,2,64492,normal,lazy
56502,2,56502,normal,lazy
2837,2,2837,normal,lazy
53738,2,53738,normal,lazy
923,2,923,normal,lazy
67928,2,67928,normal,lazy
63069,2,63069,normal,lazy
81438,2,81438,normal,lazy
47807,2,47807,normal,lazy
79007,2,79007,normal,lazy
44492,2,44492,normal,lazy
44872,2,44872,normal,lazy
7922,2,7922,normal,lazy
53295,2,53295,normal,lazy
66301,2,66301,normal,lazy
206,2,206,normal,lazy
17686,2,17686,normal,lazy
18587,2,18587,normal,lazy
42569,2,42569,normal,lazy
27741,2,27741,normal,lazy
7897,2,7897,normal,lazy
78823,2,78823,normal,lazy
55593,2,55593,normal,lazy
31218,2,31218,normal,lazy
33190,2,33190,normal,lazy
24897,2,24897,normal,lazy
67446,2,67446,normal,lazy
69507,2,69507,normal,lazy
17548,2,17548,normal,lazy
6061,2,6061,normal,lazy
64618,2,64618,normal,lazy
70058,2,70058,normal,lazy
58660,2,58660,normal,lazy
51220,2,51220,normal,lazy
7430,2,7430,normal,lazy
4652,2,4652,normal,lazy
49101,2,49101,normal,lazy
52753,2,52753,normal,lazy
52470,2,52470,normal,lazy
68750,2,68750,normal,lazy
16990,2,16990,normal,lazy
80489,2,80489,normal,lazy
35062,2,35062,normal,lazy
26918,2,26918,normal,lazy
24686,2,24686,normal,lazy
41703,2,41703,normal,lazy
502,2,502,normal,lazy
46043,2,46043,normal,lazy
34102,2,34102,normal,lazy
10048,2,10048,normal,lazy
62583,2,62583,normal,lazy
63860,2,63860,normal,lazy
13084,2,13084,normal,lazy
79737,2,79737,normal,lazy
48014,2,48014,normal,lazy
24855,2,24855,normal,lazy
49935,2,49935,normal,lazy
50105,2,50105,normal,lazy
34749,2,34749,normal,lazy
18638,2,18638,normal,lazy
24555,2,24555,normal,lazy
46614,2,46614,normal,lazy
47945,2,47945,normal,lazy
56994,2,56994,normal,lazy
72928,2,72928,normal,lazy
68050,2,68050,normal,lazy
48563,2,48563,normal,lazy
64164,2,64164,normal,lazy
12599,2,12599,normal,lazy
33087,2,33087,normal,lazy
29809,2,29809,normal,lazy
73005,2,73005,normal,lazy
80063,2,80063,normal,lazy
253,2,253,normal,lazy
62833,2,62833,normal,lazy
80042,2,80042,normal,lazy
4827,2,4827,normal,lazy
22582,2,22582,normal,lazy
11369,2,11369,normal,lazy
3625,2,3625,normal,lazy
56349,2,56349,normal,lazy
17651,2,17651,normal,lazy
56985,2,56985,normal,lazy
58493,2,58493,normal,lazy
63128,2,63128,normal,lazy
931,2,931,normal,lazy
26856,2,26856,normal,lazy
37227,2,37227,normal,lazy
61721,2,61721,normal,lazy
49915,2,49915,normal,lazy
31831,2,31831,normal,lazy
7623,2,7623,normal,lazy
39315,2,39315,normal,lazy
68993,2,68993,normal,lazy
51457,2,51457,normal,lazy
26996,2,26996,normal,lazy
50517,2,50517,normal,lazy
21003,2,21003,normal,lazy
4205,2,4205,normal,lazy
58656,2,58656,normal,lazy
61552,2,61552,normal,lazy
43058,2,43058,normal,lazy
74082,2,74082,normal,lazy
52546,2,52546,normal,lazy
44391,2,44391,normal,lazy
57561,2,57561,normal,lazy
80668,2,80668,normal,lazy
33286,2,33286,normal,lazy
40714,2,40714,normal,lazy
35607,2,35607,normal,lazy
30290,2,30290,normal,lazy
63459,2,63459,normal,lazy
46413,2,46413,normal,lazy
9543,2,9543,normal,lazy
82797,2,82797,normal,lazy
50654,2,50654,normal,lazy
43055,2,43055,normal,lazy
75756,2,75756,normal,lazy
53560,2,53560,normal,lazy
41750,2,41750,normal,lazy
10515,2,10515,normal,lazy
15328,2,15328,normal,lazy
28243,2,28243,normal,lazy
64465,2,64465,normal,lazy
53483,2,53483,normal,lazy
79176,2,79176,normal,lazy
72353,2,72353,normal,lazy
68982,2,68982,normal,lazy
61711,2,61711,normal,lazy
45494,2,45494,normal,lazy
48183,2,48183,normal,lazy
45946,2,45946,normal,lazy
67486,2,67486,normal,lazy
42750,2,42750,normal,lazy
43972,2,43972,normal,lazy
63831,2,63831,normal,lazy
37795,2,37795,normal,lazy
51758,2,51758,normal,lazy
73555,2,73555,normal,lazy
46350,2,46350,normal,lazy
54440,2,54440,normal,lazy
73040,2,73040,normal,lazy
18857,2,18857,normal,lazy
42086,2,42086,normal,lazy
41783,2,41783,normal,lazy
44600,2,44600,normal,lazy
23300,2,23300,normal,lazy
73279,2,73279,normal,lazy
63243,2,63243,normal,lazy
71348,2,71348,normal,lazy
17049,2,17049,normal,lazy
42595,2,42595,normal,lazy
10877,2,10877,normal,lazy
32272,2,32272,normal,lazy
46215,2,46215,normal,lazy
21050,2,21050,normal,lazy
74761,2,74761,normal,lazy
5256,2,5256,normal,lazy
82187,2,82187,normal,lazy
8850,2,8850,normal,lazy
47577,2,47577,normal,lazy
64805,2,64805,normal,lazy
73844,2,73844,normal,lazy
4427,2,4427,normal,lazy
2802,2,2802,normal,lazy
31497,2,31497,normal,lazy
73822,2,73822,normal,lazy
61718,2,61718,normal,lazy
77228,2,77228,normal,lazy
36907,2,36907,normal,lazy
62247,2,62247,normal,lazy
74784,2,74784,normal,lazy
73295,2,73295,normal,lazy
75276,2,75276,normal,lazy
3653,2,3653,normal,lazy
50175,2,50175,normal,lazy
67835,2,67835,normal,lazy
28154,2,28154,normal,lazy
71176,2,71176,normal,lazy
73122,2,73122,normal,lazy
71540,2,71540,normal,lazy
23749,2,23749,normal,lazy
37768,2,37768,normal,lazy
1774,2,1774,normal,lazy
48474,2,48474,normal,lazy
28226,2,28226,normal,lazy
3067,2,3067,normal,lazy
21267,2,21267,normal,lazy
26994,2,26994,normal,lazy
78941,2,78941,normal,lazy
29817,2,29817,normal,lazy
74310,2,74310,normal,lazy
32247,2,32247,normal,lazy
71251,2,71251,normal,lazy
10014,2,10014,normal,lazy
31669,2,31669,normal,lazy
35073,2,35073,normal,lazy
77035,2,77035,normal,lazy
18982,2,18982,normal,lazy
73939,2,73939,normal,lazy
11963,2,11963,normal,lazy
57235,2,57235,normal,lazy
27163,2,27163,normal,lazy
63991,2,63991,normal,lazy
11706,2,11706,normal,lazy
61447,2,61447,normal,lazy
35759,2,35759,normal,lazy
23763,2,23763,normal,lazy
19874,2,19874,normal,lazy
45470,2,45470,normal,lazy
39158,2,39158,normal,lazy
14297,2,14297,normal,lazy
2929,2,2929,normal,lazy
73379,2,73379,normal,lazy
25738,2,25738,normal,lazy
18473,2,18473,normal,lazy
76790,2,76790,normal,lazy
1029,2,1029,normal,lazy
7812,2,7812,normal,lazy
53403,2,53403,normal,lazy
63287,2,63287,normal,lazy
67162,2,67162,normal,lazy
23454,2,23454,normal,lazy
13635,2,13635,normal,lazy
17271,2,17271,normal,lazy
58879,2,58879,normal,lazy
26476,2,26476,normal,lazy
36011,2,36011,normal,lazy
18072,2,18072,normal,lazy
23062,2,23062,normal,lazy
1912,2,1912,normal,lazy
33091,2,33091,normal,lazy
19042,2,19042,normal,lazy
29612,2,29612,normal,lazy
19858,2,19858,normal,lazy
34835,2,34835,normal,lazy
67120,2,67120,normal,lazy
72936,2,72936,normal,lazy
34806,2,34806,normal,lazy
77443,2,77443,normal,lazy
66161,2,66161,normal,lazy
31013,2,31013,normal,lazy
29678,2,29678,normal,lazy
16890,2,16890,normal,lazy
18477,2,18477,normal,lazy
29062,2,29062,normal,lazy
22107,2,22107,normal,lazy
58554,2,58554,normal,lazy
73137,2,73137,normal,lazy
67028,2,67028,normal,lazy
7094,2,7094,normal,lazy
74515,2,74515,normal,lazy
6462,2,6462,normal,lazy
13446,2,13446,normal,lazy
67140,2,67140,normal,lazy
27955,2,27955,normal,lazy
63119,2,63119,normal,lazy
47700,2,47700,normal,lazy
32636,2,32636,normal,lazy
35656,2,35656,normal,lazy
58546,2,58546,normal,lazy
49054,2,49054,normal,lazy
61571,2,61571,normal,lazy
65250,2,65250,normal,lazy
57512,2,57512,normal,lazy
30455,2,30455,normal,lazy
63515,2,63515,normal,lazy
45224,2,45224,normal,lazy
47964,2,47964,normal,lazy
8790,2,8790,normal,lazy
2723,2,2723,normal,lazy
39696,2,39696,normal,lazy
80943,2,80943,normal,lazy
21097,2,21097,normal,lazy
6990,2,6990,normal,lazy
52208,2,52208,normal,lazy
53845,2,53845,normal,lazy
28488,2,28488,normal,lazy
74478,2,74478,normal,lazy
46758,2,46758,normal,lazy
24915,2,24915,normal,lazy
6831,2,6831,normal,lazy
7351,2,7351,normal,lazy
28759,2,28759,normal,lazy
46813,2,46813,normal,lazy
53086,2,53086,normal,lazy
20744,2,20744,normal,lazy
24170,2,24170,normal,lazy
43374,2,43374,normal,lazy
2292,2,2292,normal,lazy
26978,2,26978,normal,lazy
56041,2,56041,normal,lazy
50419,2,50419,normal,lazy
28386,2,28386,normal,lazy
73302,2,73302,normal,lazy
22356,2,22356,normal,lazy
22774,2,22774,normal,lazy
59147,2,59147,normal,lazy
21187,2,21187,normal,lazy
79630,2,79630,normal,lazy
19572,2,19572,normal,lazy
7751,2,7751,normal,lazy
31391,2,31391,normal,lazy
74216,2,74216,normal,lazy
82157,2,82157,normal,lazy
34821,2,34821,normal,lazy
